,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
115,5.0,1.0,32.0,6.0,12.0,17.0,10.0,35.0,0.0,35.0,78.0,37.0,48.0,5.0,0.0,0.0,90.0,22.0,48.0,4.0,7.0,21.0,40.0,63.0,64.0,122.0,10.0,14.0,0.0,30.0,0.0,221.0,26.0,98.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,16.0,21.0,20.0,0.0,27.0,2.0,11.0,20.0,22.0,11.0,5.0,0.0,25.0,22.0,13.0,17.0,18.0,39.0,21.0,4.0,13.0,41.0,32.0,29.0,4.0,41.0,45.0,43.0,12.0,123.0,29.0,19.0,13.0,19.0,0.0,93.0,345.0,269.0,166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,3.0,3.0,8.0,58.0,9.0,16.0,33.0,5.0,0.0,32.0,21.0,8.0,10.0,7.0,4.0,60.0,17.0,6.0,13.0,11.0,19.0,17.0,3.0,68.0,13.0,50.0,23.0,57.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2.0,11.0,6.0,2.0,19.0,8.0,0.0,12.0,20.0,9.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,99.0,6.0,95.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,23.0,8.0,11.0,0.0,0.0,3.0,23.0,14.0,11.0,42.0,4.0,16.0,71.0,111.0,10.0,43.0,8.0,15.0,8.0,62.0,0.0,28.0,6.0,0.0,132.0,7.0,52.0,12.0,53.0,231.0,244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,13.0,2.0,16.0,0.0,18.0,7.0,0.0,8.0,15.0,4.0,22.0,0.0,17.0,0.0,25.0,12.0,5.0,5.0,54.0,29.0,4.0,2.0,9.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,13.0,6.0,5.0,19.0,10.0,21.0,22.0,25.0,8.0,18.0,0.0,3.0,34.0,0.0,7.0,0.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,46.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,25.0,1.0,0.0,0.0,27.0,18.0,21.0,36.0,32.0,7.0,2.0,18.0,17.0,0.0,15.0,5.0,0.0,0.0,0.0,9.0,7.0,0.0,25.0,0.0,0.0,37.0,53.0,0.0,0.0,46.0,0.0,0.0,14.0,11.0,57.0,25.0,17.0,1.0,13.0,8.0,0.0,0.0,19.0,13.0,7.0,1.0,2.0,7.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,23.0,34.0,4.0,0.0,4.0,46.0,17.0,0.0,0.0,1.0,17.0,9.0,0.0,11.0,23.0,2.0,23.0,12.0,12.0,34.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,3.0,12.0,29.0,0.0,0.0,29.0,10.0,8.0,2.0,9.0,29.0,24.0,0.0,12.0,9.0,6.0,64.0,18.0,10.0,10.0,0.0,13.0,33.0,3.0,47.0,0.0,0.0,41.0,192.0,2.0,0.0,32.0,3.0,0.0,0.0,0.0,0.0,16.0,0.0,5.0,26.0,0.0,0.0,0.0,269.0,83.0,217.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,17.0,60.0,0.0,10.0,8.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,14.0,27.0,1.0,1.0,15.0,47.0,4.0,0.0,2.0,21.0,9.0,14.0,20.0,29.0,5.0,17.0,43.0,69.0,0.0,52.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,16.0,11.0,18.0,6.0,16.0,0.0,34.0,7.0,13.0,53.0,0.0,27.0,3.0,21.0,0.0,16.0,0.0,30.0,77.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1.0,18.0,25.0,4.0,13.0,0.0,2.0,0.0,40.0,23.0,0.0,14.0,0.0,0.0,47.0,40.0,22.0,0.0,20.0,75.0,10.0,35.0,11.0,23.0,5.0,8.0,131.0,0.0,113.0,40.0,0.0,0.0,44.0,133.0,62.0,9.0,103.0,7.0,37.0,98.0,43.0,67.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2.0,3.0,21.0,31.0,2.0,4.0,7.0,42.0,8.0,9.0,6.0,24.0,0.0,2.0,0.0,15.0,42.0,4.0,3.0,7.0,10.0,1.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,38.0,0.0,27.0,3.0,27.0,16.0,0.0,4.0,24.0,5.0,19.0,0.0,25.0,3.0,33.0,105.0,0.0,0.0,48.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
