,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134
31,51.0,5.0,19.0,3.0,26.0,8.0,0.0,14.0,10.0,5.0,2.0,3.0,12.0,0.0,62.0,73.0,0.0,53.0,0.0,48.0,0.0,45.0,24.0,0.0,21.0,81.0,0.0,51.0,31.0,44.0,0.0,33.0,0.0,6.0,25.0,62.0,43.0,112.0,11.0,60.0,47.0,5.0,52.0,0.0,7.0,10.0,171.0,40.0,83.0,2.0,43.0,15.0,7.0,66.0,0.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,15.0,23.0,10.0,0.0,0.0,0.0,12.0,16.0,4.0,50.0,0.0,0.0,0.0,97.0,60.0,78.0,0.0,184.0,0.0,14.0,10.0,1.0,0.0,316.0,7.0,75.0,26.0,96.0,126.0,168.0,10.0,74.0,224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,7.0,9.0,8.0,8.0,13.0,5.0,0.0,0.0,3.0,8.0,11.0,3.0,19.0,0.0,10.0,5.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,17.0,5.0,9.0,26.0,38.0,1.0,6.0,0.0,22.0,0.0,20.0,1.0,9.0,10.0,13.0,0.0,5.0,24.0,22.0,0.0,4.0,24.0,4.0,19.0,5.0,16.0,0.0,89.0,26.0,0.0,7.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,10.0,0.0,8.0,18.0,16.0,2.0,49.0,0.0,36.0,17.0,53.0,0.0,0.0,13.0,0.0,49.0,9.0,7.0,7.0,2.0,79.0,2.0,0.0,23.0,9.0,9.0,0.0,4.0,38.0,14.0,0.0,34.0,0.0,0.0,13.0,25.0,11.0,5.0,5.0,6.0,9.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,3.0,3.0,4.0,22.0,21.0,7.0,7.0,0.0,0.0,25.0,29.0,15.0,0.0,151.0,14.0,0.0,0.0,13.0,0.0,43.0,0.0,15.0,74.0,1.0,9.0,97.0,24.0,4.0,8.0,0.0,42.0,0.0,0.0,53.0,10.0,7.0,2.0,14.0,19.0,4.0,8.0,2.0,0.0,0.0,2.0,11.0,6.0,0.0,1.0,1.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.0,16.0,0.0,21.0,17.0,4.0,35.0,0.0,2.0,0.0,7.0,13.0,0.0,6.0,0.0,20.0,1.0,3.0,23.0,48.0,33.0,0.0,2.0,2.0,7.0,2.0,8.0,8.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12.0,37.0,4.0,0.0,24.0,18.0,0.0,0.0,16.0,0.0,0.0,0.0,5.0,0.0,14.0,0.0,0.0,0.0,27.0,21.0,0.0,0.0,0.0,11.0,12.0,50.0,0.0,0.0,0.0,0.0,21.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,12.0,34.0,0.0,24.0,6.0,0.0,20.0,13.0,14.0,20.0,2.0,0.0,30.0,9.0,5.0,10.0,10.0,4.0,40.0,27.0,13.0,0.0,4.0,0.0,0.0,0.0,37.0,57.0,6.0,15.0,11.0,3.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0.0,10.0,40.0,48.0,30.0,11.0,8.0,0.0,21.0,0.0,23.0,34.0,4.0,8.0,39.0,0.0,0.0,21.0,15.0,1.0,0.0,0.0,42.0,18.0,14.0,0.0,8.0,0.0,40.0,0.0,162.0,23.0,8.0,3.0,64.0,198.0,11.0,165.0,23.0,41.0,0.0,0.0,17.0,34.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,52.0,0.0,19.0,0.0,108.0,48.0,40.0,0.0,30.0,9.0,56.0,0.0,23.0,31.0,9.0,20.0,0.0,0.0,0.0,2.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,20.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,6.0,0.0,56.0,0.0,0.0,0.0,4.0,0.0,3.0,9.0,0.0,0.0,3.0,8.0,0.0,9.0,16.0,8.0,10.0,15.0,11.0,0.0,18.0,75.0,15.0,14.0,4.0,1.0,0.0,0.0,39.0,0.0,64.0,2.0,116.0,0.0,74.0,663.0,0.0,0.0
41,13.0,6.0,0.0,13.0,17.0,25.0,28.0,11.0,24.0,6.0,21.0,6.0,19.0,0.0,0.0,13.0,14.0,0.0,29.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,9.0,25.0,7.0,25.0,6.0,8.0,12.0,11.0,66.0,55.0,3.0,0.0,21.0,35.0,32.0,11.0,7.0,10.0,0.0,0.0,135.0,40.0,118.0,120.0,0.0,29.0,0.0,0.0,0.0,3.0,0.0,0.0,43.0,0.0,175.0,0.0,0.0,6.0,0.0,35.0,11.0,79.0,0.0,196.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,6.0,8.0,4.0,11.0,3.0,0.0,5.0,21.0,29.0,14.0,5.0,0.0,2.0,89.0,27.0,26.0,0.0,62.0,55.0,85.0,13.0,0.0,13.0,0.0,0.0,354.0,19.0,21.0,29.0,0.0,53.0,0.0,14.0,0.0,38.0,76.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,21.0,19.0,9.0,20.0,0.0,25.0,51.0,41.0,7.0,0.0,8.0,0.0,10.0,5.0,18.0,0.0,1.0,19.0,2.0,0.0,5.0,4.0,1.0,13.0,14.0,0.0,6.0,0.0,0.0,11.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,5.0,36.0,4.0,1.0,1.0,22.0,41.0,30.0,0.0,13.0,18.0,0.0,24.0,9.0,28.0,27.0,14.0,6.0,0.0,0.0,9.0,591.0,99.0,76.0,52.0,41.0,143.0,19.0,8.0,0.0,0.0,58.0,0.0,4.0,64.0,22.0,75.0,0.0,33.0,24.0,7.0,0.0,28.0,25.0,6.0,44.0,146.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
